deal_event_id,member_deal_ids,acquirer,target,company,src,Currency,Final_Classification,Classification_Confidence,Eligibility,InnovationDeal,is_primary_innovation,is_alternative,completion_year,calendar_year,RelativeYear,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,log_assets,leverage
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2016,2,0.016,-6.929,-19.035,148.748,0.985,12.168,-12.1982,-48650.0,0.6622,5.002253598957198,0.6622
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2017,3,15.08,-17.534,-3.618,152.252,0.05,9.75,-2.404,-122.7984,0.0328,5.025537042792725,0.0328
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2018,4,4.717,-20.668,-18.391,138.59,0.08499999999999999,16.331,-12.6467,-438.1598,0.0613,4.931519934080711,0.0613
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2019,5,8.26,-18.332,-18.922,142.806,12.649,17.747,-13.4487,-221.937,8.8575,4.961487065829526,8.8575
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2020,6,14.423,-6.76,-18.098,142.266,19.075,12.728,-12.6971,-46.8696,13.408,4.957698544712895,13.408
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2021,7,8.583,-18.25,-43.761,114.609,21.506,17.91,-34.0718,-536.0597,18.7647,4.741526335228417,18.7647
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2022,8,5.454,-19.262,-31.285,75.842,25.297,0.0,-32.8536,-353.172,33.3549,4.328652228907067,33.3549
EVT-01166516,TRT-0034,Nicox SA,Doliage,Nicox (ALCOX FP) - Standardized,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2014,2023,9,6.903,-17.056,-20.881,52.978,25.153,0.0,-32.4189,-247.081,47.4782,3.9698767330369957,47.4782
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2006,-12,,,,77763.0,6944.0,,4.8729,20.1917,8.9297,11.261421018637035,8.9297
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2007,-11,,,,71914.0,5941.0,,7.0325,21.7667,8.2613,11.183226239636436,8.2613
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2008,-10,,,,71987.0,2556.0,,5.3523,22.2646,3.5506,11.18424082614052,3.5506
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2009,-9,30749.0,7818.0,5265.0,80251.0,8819.0,4583.0,6.9168,20.573,10.9893,11.292914501973813,10.9893
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2010,-8,34036.0,8642.0,5467.0,85264.0,8452.0,4547.0,6.606,19.6145,9.9127,11.353507604536563,9.9127
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2011,-7,35058.0,7989.0,5693.0,100165.0,15697.0,4811.0,6.1404,16.3615,15.6711,11.514574105215752,15.6711
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2012,-6,35957.0,8112.0,4889.0,100409.0,14695.0,4905.0,4.875,18.0021,14.6351,11.517007123656475,14.6351
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2013,-5,33306.0,6141.0,3716.0,96055.0,14709.0,4770.0,3.7829,15.3276,15.3131,11.472676223062543,15.3131
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2014,-4,31999.0,6696.0,4390.0,97392.0,14935.0,4667.0,4.5387,19.2787,15.3349,11.486499350733705,15.3349
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2015,-3,34861.0,7085.0,4287.0,102321.0,16589.0,5082.0,4.2932,16.4138,16.2127,11.535870209465326,16.2127
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2016,-2,34708.0,7489.0,4709.0,104672.0,18589.0,5172.0,4.5499,18.8256,17.7593,11.55858693033811,17.7593
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2017,-1,36221.0,7112.0,8416.0,99813.0,15601.0,5472.0,8.2314,16.0239,15.6302,11.511053714337432,15.6302
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2018,0,35677.0,5845.0,4306.0,111408.0,24640.0,5894.0,4.0772,13.1065,22.1169,11.620954417182327,22.1169
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2019,1,37631.0,6882.0,2754.0,112630.0,25933.0,6020.0,2.4585,8.1077,23.0249,11.631863389041742,23.0249
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2020,2,37369.0,7583.0,12294.0,114413.0,23675.0,5530.0,10.8297,37.7666,20.6926,11.647569987835348,20.6926
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2021,3,39175.0,8729.0,6223.0,120242.0,22414.0,5692.0,5.304,20.7428,18.6407,11.69726165768839,18.6407
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2022,4,45389.0,11226.0,8371.0,126722.0,21212.0,6706.0,6.7791,23.4771,16.739,11.749750989751988,16.739
EVT-09182F95,TRT-0010,Sanofi,Ablynx NV,Sanofi SA (SAN FP) - Adjusted,treatment,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2023,5,41618.0,9188.0,5400.0,126464.0,18422.0,8933.0,4.2656,16.75,14.567,11.747712961667485,14.567
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2009,-11,,0.9282,,81.6573,,,,67.4231,,4.402531221421221,
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2010,-10,,0.4582,,84.1083,,,0.8048,45.8184,,4.432105254142458,
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2011,-9,,12.78,,84.1107,,,15.4463,93.406,,4.432133788374621,
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2012,-8,,4.8265,,95.7257,,,5.7194,82.9825,,4.561486809950881,
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2013,-7,,6.5238,,103.6479,,,6.0665,81.9539,,4.640999578184502,
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2014,-6,,12.891,,264.8229,,,6.9912,89.1114,,5.57906130068618,
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2015,-5,,,,,,,,,,,
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2016,-4,,113.7336,,414.9714,0.0,,,98.3778,0.0,6.028209602193255,0.0
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2017,-3,,19.8088,,458.8717,0.0,,4.4884,91.1781,0.0,6.1287706502901855,0.0
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2018,-2,,12.6743,,538.6484,17.1185,,3.2539,76.1274,3.178,6.289063038946854,3.178
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2019,-1,,166.8558,,890.9543,23.5852,,23.6081,95.7042,2.6472,6.792293135470773,2.6472
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2020,0,,-23.2304,,851.7258,30.0069,,7.5956,-357.3914,3.5231,6.747264644044694,3.5231
EVT-105D176F,TRT-0044,Esteve Pharmaceuticals SA,ESTEVE Pharmaceuticals GmbH,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,treatment,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2020,2021,1,,46.584,,779.869,0.021,,5.2352,85.7143,0.0027,6.6591259568607235,0.0027
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2006,-12,,,,46246.9345,5122.8731,,10.9742,,11.0772,10.741750459662802,11.0772
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2007,-11,,,,47194.0365,4144.5615,,12.7932,,8.782,10.762022818252419,8.782
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2008,-10,,,,51022.0421,2741.9092,,11.6275,,5.374,10.840013016375009,5.374
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2009,-9,32497.6493,11343.1378,5157.1161,50285.651,28604.7901,6326.4776,10.3336,34.9045,56.8846,10.825475047001401,56.8846
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2010,-8,34453.1301,12649.6757,6289.2765,48884.4092,24080.0979,6584.6534,12.7831,36.7156,49.2593,10.797213794359939,49.2593
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2011,-7,34572.3838,11991.531,7594.6905,50615.0481,22072.9812,6576.1582,15.2419,34.6853,43.6095,10.832004204343573,43.6095
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2012,-6,37753.4314,16312.1082,7822.1851,53693.5607,20372.8654,7062.951,14.918,43.207,37.9428,10.891048360830158,37.9428
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2013,-5,38014.7333,13774.8556,9072.1779,50736.538,15215.1668,7115.3699,17.5846,36.2356,29.9886,10.834401600632345,29.9886
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2014,-4,39080.9033,13987.3436,7684.105,62812.9108,21381.6678,7397.5567,13.5534,35.7907,34.0402,11.047915917313649,34.0402
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2015,-3,45102.5231,17114.5082,8302.9113,69745.7535,21404.3598,8856.5636,11.7156,37.9458,30.6891,11.152611816109815,30.6891
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2016,-2,46405.4447,15546.7782,8786.352,71603.3517,20837.2008,9216.6777,12.5519,33.5021,29.1009,11.17889716330563,29.1009
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2017,-1,48000.9261,15787.4676,7774.855,65509.1795,16198.7329,8061.2448,11.2486,32.8899,24.7274,11.089945556842112,24.7274
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2018,0,49226.8482,16753.8935,9092.6698,69761.7249,16676.9945,9694.5179,13.5315,34.0341,23.9057,11.152840784481302,23.9057
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2019,1,55266.0919,19058.9163,12135.5943,76569.5302,14359.0331,10720.3594,16.7034,34.4857,18.7529,11.245954498526116,18.7529
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2020,2,54491.2983,18481.4288,13355.8478,79598.4317,14241.002,11740.4395,16.8943,33.9163,17.8911,11.284749669377076,17.8911
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2021,3,58106.143,18817.854,12888.6255,88961.3734,31368.7688,12973.7478,15.6118,32.3853,35.2611,11.39595754776452,35.2611
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2022,4,63027.9569,21360.1778,12371.3319,89271.6186,26881.4403,14339.4304,13.7653,33.89,30.112,11.39943889552018,30.112
EVT-1955B15F,CTL-0071,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,Roche Holding AG,control,EUR,High-confidence innovation-driven,High,Strict (100%),1,1,0,2018,2023,5,60450.3466,19847.3636,11837.6266,97435.5289,33152.722,13945.0907,12.8743,32.8325,34.0253,11.48694619621771,34.0253
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,1998,-15,,12.5589,,110.3,1.2065,,11.77,9.43,1.0935,4.703203926259457,1.0935
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,1999,-14,,30.619,,866.6,88.403,,2.57,22.87,10.2016,6.764577509305809,10.2016
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2000,-13,,80.145,,994.7,85.687,,7.59,23.32,8.6145,6.902441184158368,8.6145
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2001,-12,563.2,79.71,35.7,3831.0,272.891,,1.48,14.15,7.1232,8.25088114470065,7.1232
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2002,-11,1047.0,136.3356,-884.5,5052.0,400.4234,,-20.39,13.02,7.926,8.527539483470381,7.926
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2003,-10,1211.6,471.016,276.1,2585.2,376.307,,7.23,38.88,14.5563,7.85755815338874,14.5563
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2004,-9,,-1471300.0,-1653200.0,4650000.0,6662.0,,-71.07,,0.1433,15.35237777756354,0.1433
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2005,-8,,-2325.4,-2342.0,5253.3,7.4,,-0.1,,0.1409,8.566611729545965,0.1409
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2006,-7,,-2460.5,-2495.2,5573.5,10.4,,-46.09,,0.1866,8.625778501829679,0.1866
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2007,-6,,-2461.1,-4275.5,4286.8,1132.9,,-86.72,,26.4276,8.363295812838842,26.4276
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2008,-5,3022.2,664.7,156.0,3933.7,1143.1,,3.8,21.99,29.0592,8.277335737779884,29.0592
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2009,-4,3007.7,620.2,491.6,4617.5,1143.6,575.4,11.5,20.62,24.7666,8.437608712073395,24.7666
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2010,-3,3471.1,794.1,588.0,5387.6,1107.9,661.5,11.75,22.88,20.5639,8.59185529572466,20.5639
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2011,-2,4263.4,1109.2,865.0,6380.2,1100.0,754.7,14.7,26.02,17.2408,8.760954723809881,17.2408
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2012,-1,4681.2,949.2,745.4,7317.2,1100.0,894.3,10.88,20.28,15.0331,8.897983020117143,15.0331
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2013,0,4934.3,1733.5,665.1,8323.0,0.0,913.5,8.51,35.13,0.0,9.026778045746095,0.0
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2014,1,6022.1,1698.0,3405.5,13632.1,850.0,762.7,31.02,28.2,6.2353,9.520182584722942,6.2353
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2015,2,6416.7,1419.5,1303.4,16609.8,1581.4,905.8,8.62,22.12,9.5209,9.717748161595654,9.5209
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2016,3,11396.6,962.9,327.4,67035.4,22967.8,1430.9,0.78,8.45,34.2622,11.112976117050007,34.2622
EVT-27796271,TRT-0045,Shire plc (Inactive),Premacure AB,Shire PLC (SHP LN) - BBG Adjusted,treatment,USD,High-confidence innovation-driven,High,Broader (majority control-transfer),1,1,0,2013,2017,4,15160.6,2455.2,4271.5,67756.9,19541.1,1612.1,6.34,16.19,28.84,11.123681578574546,28.84
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2006,-6,,,,670.847,118.717,,11.2317,,17.6966,6.508541093087896,17.6966
EVT-2D4C6B34,CTL-0298,Recordati S.p.A.,FarmaProjekt Sp. z o.o,Recordati Industria Chimica e Farmaceutica SpA,control,EUR,Alternative-rationale,High,Strict (100%),0,0,1,2012,2007,-5,,,,761.634,178.985,,11.8487,,23.5001,6.635466125337835,23.5001
