Deal_ID,Relative_Year,Calendar_Year,Patent_Family_Count,Citation_Weighted_Output,Provisional_Classification,Provisional_Confidence,Initial_Group,screen_group,Completion_Year,Acquirer_Normalized,Target_Normalized,Acquirer_Raw,Target_Raw,Deal_Subtype_Level_3,Deal_Country_s,Deal_Value_USD_m,Financial_Currency,Multiple_Deal_Acquirer,dup_drop,eligible_strict,eligible_broad,Post_Excluding_t0,is_t0,Innovation_Deal,Treatment_x_Post,n_pre,n_post,preferred,minimal,balanced,in_strict_group
TRT-0034,0,2014,3.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,0,1,,,3,3,True,True,True,False
TRT-0034,1,2015,2.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
TRT-0034,2,2016,1.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
TRT-0034,3,2017,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2014,nicox,doliage,Nicox SA,Doliage,100% Acquisition,France,6.0,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
TRT-0038,-2,2011,1.0,0.0,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,0,0,1.0,0.0,2,3,True,True,False,True
TRT-0038,-1,2012,0.0,0.0,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,0,0,1.0,0.0,2,3,True,True,False,True
TRT-0038,0,2013,7.0,37.0,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,0,1,1.0,0.0,2,3,True,True,False,True
TRT-0038,1,2014,1.0,0.0,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,1,0,1.0,1.0,2,3,True,True,False,True
TRT-0038,2,2015,2.0,1.0,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,1,0,1.0,1.0,2,3,True,True,False,True
TRT-0038,3,2016,6.0,18.0,Innovation-driven,Medium (manual overlap resolution),Candidate treatment group,Innovation-driven (candidate screen),2013,gsk,reithera,GSK plc.,ReiThera Srl,Majority Acquisition,Italy,325.0,EUR,No,False,False,True,1,0,1.0,1.0,2,3,True,True,False,True
TRT-0045,-2,2011,15.0,159.0,Innovation-driven,Medium (manual overlap resolution),User-designated treatment group (reclassified),Innovation-driven (candidate screen),2013,shire plc inactive,premacure ab,Shire plc (Inactive),Premacure AB,Majority Acquisition,Sweden,,USD,No,False,False,True,0,0,1.0,0.0,2,3,True,True,False,True
TRT-0045,-1,2012,13.0,241.0,Innovation-driven,Medium (manual overlap resolution),User-designated treatment group (reclassified),Innovation-driven (candidate screen),2013,shire plc inactive,premacure ab,Shire plc (Inactive),Premacure AB,Majority Acquisition,Sweden,,USD,No,False,False,True,0,0,1.0,0.0,2,3,True,True,False,True
TRT-0045,0,2013,23.0,416.0,Innovation-driven,Medium (manual overlap resolution),User-designated treatment group (reclassified),Innovation-driven (candidate screen),2013,shire plc inactive,premacure ab,Shire plc (Inactive),Premacure AB,Majority Acquisition,Sweden,,USD,No,False,False,True,0,1,1.0,0.0,2,3,True,True,False,True
TRT-0045,1,2014,18.0,245.0,Innovation-driven,Medium (manual overlap resolution),User-designated treatment group (reclassified),Innovation-driven (candidate screen),2013,shire plc inactive,premacure ab,Shire plc (Inactive),Premacure AB,Majority Acquisition,Sweden,,USD,No,False,False,True,1,0,1.0,1.0,2,3,True,True,False,True
TRT-0045,2,2015,8.0,20.0,Innovation-driven,Medium (manual overlap resolution),User-designated treatment group (reclassified),Innovation-driven (candidate screen),2013,shire plc inactive,premacure ab,Shire plc (Inactive),Premacure AB,Majority Acquisition,Sweden,,USD,No,False,False,True,1,0,1.0,1.0,2,3,True,True,False,True
TRT-0045,3,2016,6.0,22.0,Innovation-driven,Medium (manual overlap resolution),User-designated treatment group (reclassified),Innovation-driven (candidate screen),2013,shire plc inactive,premacure ab,Shire plc (Inactive),Premacure AB,Majority Acquisition,Sweden,,USD,No,False,False,True,1,0,1.0,1.0,2,3,True,True,False,True
CTL-0005,-3,2017,27.0,107.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,ucb,handl therapeutics,UCB SA,Handl Therapeutics,100% Acquisition,Belgium,,EUR,No,False,True,True,0,0,,,3,3,True,True,True,False
CTL-0005,-2,2018,15.0,5.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,ucb,handl therapeutics,UCB SA,Handl Therapeutics,100% Acquisition,Belgium,,EUR,No,False,True,True,0,0,,,3,3,True,True,True,False
CTL-0005,-1,2019,18.0,26.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,ucb,handl therapeutics,UCB SA,Handl Therapeutics,100% Acquisition,Belgium,,EUR,No,False,True,True,0,0,,,3,3,True,True,True,False
CTL-0005,0,2020,25.0,7.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,ucb,handl therapeutics,UCB SA,Handl Therapeutics,100% Acquisition,Belgium,,EUR,No,False,True,True,0,1,,,3,3,True,True,True,False
CTL-0005,1,2021,17.0,2.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,ucb,handl therapeutics,UCB SA,Handl Therapeutics,100% Acquisition,Belgium,,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
CTL-0005,2,2022,5.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,ucb,handl therapeutics,UCB SA,Handl Therapeutics,100% Acquisition,Belgium,,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
CTL-0005,3,2023,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,ucb,handl therapeutics,UCB SA,Handl Therapeutics,100% Acquisition,Belgium,,EUR,No,False,True,True,1,0,,,3,3,True,True,True,False
CTL-0038,-3,2017,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,zentiva,labormed pharma,Zentiva Group AS,LaborMed Pharma SA,100% Acquisition,Romania,,EUR,Yes,False,True,True,0,0,0.0,0.0,3,0,False,False,False,True
CTL-0038,-2,2018,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,zentiva,labormed pharma,Zentiva Group AS,LaborMed Pharma SA,100% Acquisition,Romania,,EUR,Yes,False,True,True,0,0,0.0,0.0,3,0,False,False,False,True
CTL-0038,-1,2019,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,zentiva,labormed pharma,Zentiva Group AS,LaborMed Pharma SA,100% Acquisition,Romania,,EUR,Yes,False,True,True,0,0,0.0,0.0,3,0,False,False,False,True
CTL-0038,0,2020,1.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2020,zentiva,labormed pharma,Zentiva Group AS,LaborMed Pharma SA,100% Acquisition,Romania,,EUR,Yes,False,True,True,0,1,0.0,0.0,3,0,False,False,False,True
CTL-0055,-3,2016,1.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2019,zentiva,creo pharma,Zentiva Group AS,Creo Pharma Ltd (Inactive),100% Acquisition,United Kingdom,,EUR,Yes,False,True,True,0,0,0.0,0.0,3,1,False,False,False,True
CTL-0055,-2,2017,0.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2019,zentiva,creo pharma,Zentiva Group AS,Creo Pharma Ltd (Inactive),100% Acquisition,United Kingdom,,EUR,Yes,False,True,True,0,0,0.0,0.0,3,1,False,False,False,True
CTL-0055,-1,2018,0.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2019,zentiva,creo pharma,Zentiva Group AS,Creo Pharma Ltd (Inactive),100% Acquisition,United Kingdom,,EUR,Yes,False,True,True,0,0,0.0,0.0,3,1,False,False,False,True
CTL-0055,0,2019,0.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2019,zentiva,creo pharma,Zentiva Group AS,Creo Pharma Ltd (Inactive),100% Acquisition,United Kingdom,,EUR,Yes,False,True,True,0,1,0.0,0.0,3,1,False,False,False,True
CTL-0055,1,2020,1.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2019,zentiva,creo pharma,Zentiva Group AS,Creo Pharma Ltd (Inactive),100% Acquisition,United Kingdom,,EUR,Yes,False,True,True,1,0,0.0,0.0,3,1,False,False,False,True
CTL-0064,-2,2016,3.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,recordati,laboratoires tonipharm,Recordati SpA,Laboratoires Tonipharm,100% Acquisition,France,,EUR,No,False,True,True,0,0,0.0,0.0,2,3,True,True,False,True
CTL-0064,-1,2017,1.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,recordati,laboratoires tonipharm,Recordati SpA,Laboratoires Tonipharm,100% Acquisition,France,,EUR,No,False,True,True,0,0,0.0,0.0,2,3,True,True,False,True
CTL-0064,0,2018,2.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,recordati,laboratoires tonipharm,Recordati SpA,Laboratoires Tonipharm,100% Acquisition,France,,EUR,No,False,True,True,0,1,0.0,0.0,2,3,True,True,False,True
CTL-0064,1,2019,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,recordati,laboratoires tonipharm,Recordati SpA,Laboratoires Tonipharm,100% Acquisition,France,,EUR,No,False,True,True,1,0,0.0,0.0,2,3,True,True,False,True
CTL-0064,2,2020,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,recordati,laboratoires tonipharm,Recordati SpA,Laboratoires Tonipharm,100% Acquisition,France,,EUR,No,False,True,True,1,0,0.0,0.0,2,3,True,True,False,True
CTL-0064,3,2021,1.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,recordati,laboratoires tonipharm,Recordati SpA,Laboratoires Tonipharm,100% Acquisition,France,,EUR,No,False,True,True,1,0,0.0,0.0,2,3,True,True,False,True
CTL-0071,-3,2015,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,f hoffmann la roche,tusk therapeutics,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,100% Acquisition,United Kingdom,766.0,EUR,Yes,False,True,True,0,0,,,3,3,True,True,True,False
CTL-0071,-2,2016,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,f hoffmann la roche,tusk therapeutics,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,100% Acquisition,United Kingdom,766.0,EUR,Yes,False,True,True,0,0,,,3,3,True,True,True,False
CTL-0071,-1,2017,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,f hoffmann la roche,tusk therapeutics,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,100% Acquisition,United Kingdom,766.0,EUR,Yes,False,True,True,0,0,,,3,3,True,True,True,False
CTL-0071,0,2018,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,f hoffmann la roche,tusk therapeutics,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,100% Acquisition,United Kingdom,766.0,EUR,Yes,False,True,True,0,1,,,3,3,True,True,True,False
CTL-0071,1,2019,1.0,4.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,f hoffmann la roche,tusk therapeutics,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,100% Acquisition,United Kingdom,766.0,EUR,Yes,False,True,True,1,0,,,3,3,True,True,True,False
CTL-0071,2,2020,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,f hoffmann la roche,tusk therapeutics,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,100% Acquisition,United Kingdom,766.0,EUR,Yes,False,True,True,1,0,,,3,3,True,True,True,False
CTL-0071,3,2021,1.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,f hoffmann la roche,tusk therapeutics,F. Hoffmann-La Roche Ltd,Tusk Therapeutics Ltd,100% Acquisition,United Kingdom,766.0,EUR,Yes,False,True,True,1,0,,,3,3,True,True,True,False
CTL-0096,-3,2015,0.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,usv pvt,juta pharma,USV Pvt Ltd,Juta Pharma GmbH,100% Acquisition,Germany,,EUR,No,False,True,True,0,0,0.0,0.0,3,2,True,True,False,True
CTL-0096,-2,2016,0.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,usv pvt,juta pharma,USV Pvt Ltd,Juta Pharma GmbH,100% Acquisition,Germany,,EUR,No,False,True,True,0,0,0.0,0.0,3,2,True,True,False,True
CTL-0096,-1,2017,0.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,usv pvt,juta pharma,USV Pvt Ltd,Juta Pharma GmbH,100% Acquisition,Germany,,EUR,No,False,True,True,0,0,0.0,0.0,3,2,True,True,False,True
CTL-0096,0,2018,1.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,usv pvt,juta pharma,USV Pvt Ltd,Juta Pharma GmbH,100% Acquisition,Germany,,EUR,No,False,True,True,0,1,0.0,0.0,3,2,True,True,False,True
CTL-0096,1,2019,0.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,usv pvt,juta pharma,USV Pvt Ltd,Juta Pharma GmbH,100% Acquisition,Germany,,EUR,No,False,True,True,1,0,0.0,0.0,3,2,True,True,False,True
CTL-0096,2,2020,1.0,1.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,usv pvt,juta pharma,USV Pvt Ltd,Juta Pharma GmbH,100% Acquisition,Germany,,EUR,No,False,True,True,1,0,0.0,0.0,3,2,True,True,False,True
CTL-0107,-3,2015,1.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,vaxart,vaxart vaxart,Vaxart Inc,Vaxart Inc; Vaxart Inc,,United States,27.0,EUR,No,False,False,True,0,0,,,3,3,True,True,True,False
CTL-0107,-2,2016,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,vaxart,vaxart vaxart,Vaxart Inc,Vaxart Inc; Vaxart Inc,,United States,27.0,EUR,No,False,False,True,0,0,,,3,3,True,True,True,False
CTL-0107,-1,2017,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,vaxart,vaxart vaxart,Vaxart Inc,Vaxart Inc; Vaxart Inc,,United States,27.0,EUR,No,False,False,True,0,0,,,3,3,True,True,True,False
CTL-0107,0,2018,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,vaxart,vaxart vaxart,Vaxart Inc,Vaxart Inc; Vaxart Inc,,United States,27.0,EUR,No,False,False,True,0,1,,,3,3,True,True,True,False
CTL-0107,1,2019,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,vaxart,vaxart vaxart,Vaxart Inc,Vaxart Inc; Vaxart Inc,,United States,27.0,EUR,No,False,False,True,1,0,,,3,3,True,True,True,False
CTL-0107,2,2020,1.0,1.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,vaxart,vaxart vaxart,Vaxart Inc,Vaxart Inc; Vaxart Inc,,United States,27.0,EUR,No,False,False,True,1,0,,,3,3,True,True,True,False
CTL-0107,3,2021,1.0,1.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2018,vaxart,vaxart vaxart,Vaxart Inc,Vaxart Inc; Vaxart Inc,,United States,27.0,EUR,No,False,False,True,1,0,,,3,3,True,True,True,False
CTL-0172,-3,2013,5.0,6.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2016,vectura,skyepharma,Vectura Group Limited,Skyepharma PLC,100% Acquisition,United Kingdom,627.0,EUR,Yes,False,True,True,0,0,0.0,0.0,3,3,True,True,True,True
CTL-0172,-2,2014,6.0,20.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2016,vectura,skyepharma,Vectura Group Limited,Skyepharma PLC,100% Acquisition,United Kingdom,627.0,EUR,Yes,False,True,True,0,0,0.0,0.0,3,3,True,True,True,True
CTL-0172,-1,2015,4.0,2.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2016,vectura,skyepharma,Vectura Group Limited,Skyepharma PLC,100% Acquisition,United Kingdom,627.0,EUR,Yes,False,True,True,0,0,0.0,0.0,3,3,True,True,True,True
CTL-0172,0,2016,3.0,0.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2016,vectura,skyepharma,Vectura Group Limited,Skyepharma PLC,100% Acquisition,United Kingdom,627.0,EUR,Yes,False,True,True,0,1,0.0,0.0,3,3,True,True,True,True
CTL-0172,1,2017,7.0,25.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2016,vectura,skyepharma,Vectura Group Limited,Skyepharma PLC,100% Acquisition,United Kingdom,627.0,EUR,Yes,False,True,True,1,0,0.0,0.0,3,3,True,True,True,True
CTL-0172,2,2018,3.0,7.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2016,vectura,skyepharma,Vectura Group Limited,Skyepharma PLC,100% Acquisition,United Kingdom,627.0,EUR,Yes,False,True,True,1,0,0.0,0.0,3,3,True,True,True,True
CTL-0172,3,2019,4.0,5.0,Alternative rationale,Low (screen only; weak/absent text),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2016,vectura,skyepharma,Vectura Group Limited,Skyepharma PLC,100% Acquisition,United Kingdom,627.0,EUR,Yes,False,True,True,1,0,0.0,0.0,3,3,True,True,True,True
CTL-0198,-3,2012,3.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,ethypharm s a,ethypharm uk,Ethypharm S.A,Ethypharm UK Ltd,100% Acquisition,United Kingdom,,EUR,No,False,True,True,0,0,0.0,0.0,3,3,True,True,True,True
CTL-0198,-2,2013,1.0,3.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,ethypharm s a,ethypharm uk,Ethypharm S.A,Ethypharm UK Ltd,100% Acquisition,United Kingdom,,EUR,No,False,True,True,0,0,0.0,0.0,3,3,True,True,True,True
CTL-0198,-1,2014,1.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,ethypharm s a,ethypharm uk,Ethypharm S.A,Ethypharm UK Ltd,100% Acquisition,United Kingdom,,EUR,No,False,True,True,0,0,0.0,0.0,3,3,True,True,True,True
CTL-0198,0,2015,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,ethypharm s a,ethypharm uk,Ethypharm S.A,Ethypharm UK Ltd,100% Acquisition,United Kingdom,,EUR,No,False,True,True,0,1,0.0,0.0,3,3,True,True,True,True
CTL-0198,1,2016,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,ethypharm s a,ethypharm uk,Ethypharm S.A,Ethypharm UK Ltd,100% Acquisition,United Kingdom,,EUR,No,False,True,True,1,0,0.0,0.0,3,3,True,True,True,True
CTL-0198,2,2017,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,ethypharm s a,ethypharm uk,Ethypharm S.A,Ethypharm UK Ltd,100% Acquisition,United Kingdom,,EUR,No,False,True,True,1,0,0.0,0.0,3,3,True,True,True,True
CTL-0198,3,2018,0.0,0.0,Alternative rationale,Medium (screen + text agree),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,ethypharm s a,ethypharm uk,Ethypharm S.A,Ethypharm UK Ltd,100% Acquisition,United Kingdom,,EUR,No,False,True,True,1,0,0.0,0.0,3,3,True,True,True,True
CTL-0202,-3,2012,0.0,0.0,Borderline/mixed motive,Low (screen-text conflict),Candidate alternative-rationale group,Alternative-rationale (candidate screen),2015,tigenix,coretherapix slu,TiGenix NV,Coretherapix SLU,Majority Acquisition,Spain,7.0,EUR,No,False,False,True,0,0,,,2,0,False,False,False,False
