Deal_ID,Relative_Year,Calendar_Year,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,Provisional_Classification,Provisional_Confidence,Initial_Group,screen_group,Completion_Year,Acquirer_Normalized,Target_Normalized,Acquirer_Raw,Target_Raw,Deal_Subtype_Level_3,Deal_Country_s,Deal_Value_USD_m,Financial_Currency,Multiple_Deal_Acquirer,dup_drop,eligible_strict,eligible_broad,Post_Excluding_t0,is_t0,Innovation_Deal,Treatment_x_Post,n_pre,n_post,preferred,minimal,balanced,in_strict_group
TRT-0004,0,2019,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,gyroscope therapeutics,orbit biomedical gyroscope therapeutics,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,,"United Kingdom , United States",,,No,False,False,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0004,1,2020,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,gyroscope therapeutics,orbit biomedical gyroscope therapeutics,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,,"United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0004,2,2021,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,gyroscope therapeutics,orbit biomedical gyroscope therapeutics,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,,"United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0004,3,2022,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,gyroscope therapeutics,orbit biomedical gyroscope therapeutics,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,,"United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0005,-3,2016,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0005,-2,2017,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0005,-1,2018,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0005,0,2019,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0005,1,2020,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0005,2,2021,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0005,3,2022,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0006,-3,2016,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0006,-2,2017,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0006,-1,2018,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0006,0,2019,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0006,1,2020,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0006,2,2021,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0006,3,2022,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0007,-3,2016,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,0,,,0,0,False,False,False,False
TRT-0007,-2,2017,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,0,,,0,0,False,False,False,False
TRT-0007,-1,2018,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,0,,,0,0,False,False,False,False
TRT-0007,0,2019,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,1,,,0,0,False,False,False,False
TRT-0007,1,2020,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,1,0,,,0,0,False,False,False,False
TRT-0007,2,2021,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,1,0,,,0,0,False,False,False,False
TRT-0007,3,2022,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,1,0,,,0,0,False,False,False,False
TRT-0008,-3,2015,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0008,-2,2016,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0008,-1,2017,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0008,0,2018,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0008,1,2019,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0008,2,2020,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0008,3,2021,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0009,-3,2015,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0009,-2,2016,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0009,-1,2017,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0009,0,2018,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0009,1,2019,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0009,2,2020,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0009,3,2021,,,,,,,,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0010,-3,2015,34861.0,7085.0,4287.0,102321.0,16589.0,5082.0,4.2932,16.4138,16.2127,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0010,-2,2016,34708.0,7489.0,4709.0,104672.0,18589.0,5172.0,4.5499,18.8256,17.7593,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0010,-1,2017,36221.0,7112.0,8416.0,99813.0,15601.0,5472.0,8.2314,16.0239,15.6302,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0010,0,2018,35677.0,5845.0,4306.0,111408.0,24640.0,5894.0,4.0772,13.1065,22.1169,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,1,1.0,0.0,3,3,True,True,True,True
TRT-0010,1,2019,37631.0,6882.0,2754.0,112630.0,25933.0,6020.0,2.4585,8.1077,23.0249,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,1,0,1.0,1.0,3,3,True,True,True,True
TRT-0010,2,2020,37369.0,7583.0,12294.0,114413.0,23675.0,5530.0,10.8297,37.7666,20.6926,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,1,0,1.0,1.0,3,3,True,True,True,True
TRT-0010,3,2021,39175.0,8729.0,6223.0,120242.0,22414.0,5692.0,5.304,20.7428,18.6407,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,1,0,1.0,1.0,3,3,True,True,True,True
TRT-0011,-3,2015,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0011,-2,2016,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0011,-1,2017,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0011,0,2018,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,1,,,0,0,False,False,False,False
TRT-0011,1,2019,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0011,2,2020,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0011,3,2021,,,,,,,,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0012,-3,2014,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0012,-2,2015,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0012,-1,2016,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0012,0,2017,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0012,1,2018,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0012,2,2019,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0012,3,2020,,,,,,,,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
