Deal_ID,Relative_Year,Calendar_Year,Patent_Family_Count,Citation_Weighted_Output,Provisional_Classification,Provisional_Confidence,Initial_Group,screen_group,Completion_Year,Acquirer_Normalized,Target_Normalized,Acquirer_Raw,Target_Raw,Deal_Subtype_Level_3,Deal_Country_s,Deal_Value_USD_m,Financial_Currency,Multiple_Deal_Acquirer,dup_drop,eligible_strict,eligible_broad,Post_Excluding_t0,is_t0,Innovation_Deal,Treatment_x_Post,n_pre,n_post,preferred,minimal,balanced,in_strict_group
TRT-0004,2,2021,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,gyroscope therapeutics,orbit biomedical gyroscope therapeutics,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,,"United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0004,3,2022,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,gyroscope therapeutics,orbit biomedical gyroscope therapeutics,Gyroscope Therapeutics Holdings Plc,Orbit Biomedical Inc; Gyroscope Therapeutics Holdings Plc,,"United Kingdom , United States",,,No,False,False,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0005,-3,2016,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0005,-2,2017,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0005,-1,2018,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0005,0,2019,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0005,1,2020,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0005,2,2021,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0005,3,2022,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2019,trinetx,custodix,TriNetX LLC,Custodix NV,100% Acquisition,Belgium,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0006,-3,2016,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0006,-2,2017,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0006,-1,2018,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0006,0,2019,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0006,1,2020,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0006,2,2021,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0006,3,2022,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2019,bravo bidco,btg,Bravo Bidco Ltd,BTG Ltd,100% Acquisition,United Kingdom,4239.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0007,-3,2016,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,0,,,0,0,False,False,False,False
TRT-0007,-2,2017,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,0,,,0,0,False,False,False,False
TRT-0007,-1,2018,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,0,,,0,0,False,False,False,False
TRT-0007,0,2019,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,0,1,,,0,0,False,False,False,False
TRT-0007,1,2020,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,1,0,,,0,0,False,False,False,False
TRT-0007,2,2021,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,1,0,,,0,0,False,False,False,False
TRT-0007,3,2022,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2019,aphria,cc pharma,Aphria Inc,CC Pharma GmbH,Majority Acquisition,Germany,28.0,,No,False,False,True,1,0,,,0,0,False,False,False,False
TRT-0008,-3,2015,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0008,-2,2016,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0008,-1,2017,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0008,0,2018,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0008,1,2019,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0008,2,2020,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0008,3,2021,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2018,ingenza,amprologix,Ingenza Ltd,Amprologix Ltd,Minority Acquisition,United Kingdom,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0009,-3,2015,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0009,-2,2016,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0009,-1,2017,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0009,0,2018,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0009,1,2019,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0009,2,2020,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0009,3,2021,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,telix pharmaceuticals,atlab pharma,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,100% Acquisition,France,10.0,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0010,-3,2015,15.0,9.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0010,-2,2016,28.0,4.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0010,-1,2017,36.0,0.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,0,1.0,0.0,3,3,True,True,True,True
TRT-0010,0,2018,38.0,1.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,0,1,1.0,0.0,3,3,True,True,True,True
TRT-0010,1,2019,42.0,4.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,1,0,1.0,1.0,3,3,True,True,True,True
TRT-0010,2,2020,20.0,1.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,1,0,1.0,1.0,3,3,True,True,True,True
TRT-0010,3,2021,13.0,0.0,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2018,sanofi,ablynx,Sanofi,Ablynx NV,100% Acquisition,Belgium,4847.0,EUR,No,False,True,True,1,0,1.0,1.0,3,3,True,True,True,True
TRT-0011,-3,2015,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0011,-2,2016,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0011,-1,2017,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,0,,,0,0,False,False,False,False
TRT-0011,0,2018,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,0,1,,,0,0,False,False,False,False
TRT-0011,1,2019,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0011,2,2020,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0011,3,2021,,,Borderline/mixed motive,Low (screen-text conflict),Candidate treatment group,Innovation-driven (candidate screen),2018,takeda pharmaceutical,tigenix,Takeda Pharmaceutical Co Ltd,TiGenix NV,100% Acquisition,Belgium,626.0,,No,False,True,True,1,0,,,0,0,False,False,False,False
TRT-0012,-3,2014,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0012,-2,2015,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0012,-1,2016,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0012,0,2017,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0012,1,2018,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0012,2,2019,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0012,3,2020,,,Innovation-driven,Low (screen only; weak/absent text),Candidate treatment group,Innovation-driven (candidate screen),2017,impilo ab,ferrosan medical devices,Impilo AB,Ferrosan Medical Devices AS,Minority Acquisition,Denmark,,,No,False,False,False,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0013,-3,2014,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2017,kuur therapeutics,cell medica tcr,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0013,-2,2015,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2017,kuur therapeutics,cell medica tcr,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0013,-1,2016,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2017,kuur therapeutics,cell medica tcr,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,0,1.0,0.0,0,0,False,False,False,True
TRT-0013,0,2017,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2017,kuur therapeutics,cell medica tcr,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,0,1,1.0,0.0,0,0,False,False,False,True
TRT-0013,1,2018,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2017,kuur therapeutics,cell medica tcr,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
TRT-0013,2,2019,,,Innovation-driven,Medium (screen + text agree),Candidate treatment group,Innovation-driven (candidate screen),2017,kuur therapeutics,cell medica tcr,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,100% Acquisition,United Kingdom,,,No,False,True,True,1,0,1.0,1.0,0,0,False,False,False,True
