Source_File,Company_Detected,Currency,Mapped_Deal_ID,Mapping_Status,Year,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,Extraction_Notes
BIODEXA(1).xlsx,Biodexa Pharmaceuticals Plc (BDRX LN) - Adjusted,EUR,TRT-0043,Mapped,2017,8.6742,-18.369,-18.3393,55.3739,7.3638,11.6276,-30.3343,-231.8636,13.2984,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
BIODEXA(1).xlsx,Biodexa Pharmaceuticals Plc (BDRX LN) - Adjusted,EUR,TRT-0043,Mapped,2018,2.1903,,-16.987,,,,,,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
BIODEXA(1).xlsx,Biodexa Pharmaceuticals Plc (BDRX LN) - Adjusted,EUR,TRT-0043,Mapped,2019,0.7687,-12.9079,-11.5017,36.4913,7.1837,8.9448,-31.519019601932516,-1679.2285,19.686,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
BIODEXA(1).xlsx,Biodexa Pharmaceuticals Plc (BDRX LN) - Adjusted,EUR,TRT-0043,Mapped,2020,0.3859,-12.2609,-24.9662,10.9621,0.2903,6.8275,-109.0047,-6717.2012,2.6485,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
BIODEXA(1).xlsx,Biodexa Pharmaceuticals Plc (BDRX LN) - Adjusted,EUR,TRT-0043,Mapped,2021,0.6725,-8.1872,-6.3524,15.3502,0.9106,5.4147,-48.0422,-1210.7266,5.932,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
BIODEXA(1).xlsx,Biodexa Pharmaceuticals Plc (BDRX LN) - Adjusted,EUR,TRT-0043,Mapped,2022,0.82,-10.4621,-8.9816,6.2404,0.7048,5.9959,-83.0459,-1277.8255,11.2941,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
BIODEXA(1).xlsx,Biodexa Pharmaceuticals Plc (BDRX LN) - Adjusted,EUR,TRT-0043,Mapped,2023,0.4382,,-8.1415,,,2.5889,,,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2013,0.6236,-10.9476,,7.1651,9.4198,8.0488,,-1755.5556,131.4676,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2014,10.0952,-14.4148,-12.8284,104.514,0.0,17.7286,-24.9578,-142.7889,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2015,65.7915,-12.2281,-35.3474,443.4244,0.0,52.8728,-12.8916,-18.5862,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2016,45.8136,-64.9613,-82.3942,415.8633,0.0,79.2936,-19.8054,-141.7948,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2017,15.2911,-94.4247,-81.4833,370.2612,0.0,79.2826,-20.7896,-617.5126,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2018,12.7858,-82.5163,-80.812,312.176,0.0,64.2686,-23.7611,-671.8367,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2019,15.4182,-74.9378,-73.5905,259.4292,29.7791,59.8975,-25.3914,-522.3201,11.4787,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2020,0.7254,-48.0361,-71.5985,350.9219,34.1546,31.6238,-22.6629,-6798.9117,9.7328,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2021,43.673,-66.7873,-87.0811,495.1721,38.6352,82.0476,-20.7366,-191.8412,7.8024,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
CALIDA(2).xlsx,Chinook Therapeutics Inc (KDNY US) - Adjusted,EUR,TRT-0028,Mapped,2022,5.831,-164.706,-178.7592,535.9761,36.8238,134.3665,-33.02,-3020.2839,6.8704,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2010,1.516,-8.7107,-6.7111,17.495,0.5339,4.9053,0.5338,-574.584432717678,3.0517290654472706,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2011,0.0,-10.4125,-9.3546,13.8129,0.3061,4.1357,0.3061,,2.2160444222429754,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2012,0.054,-11.0195,-13.5243,12.485,0.2694,3.4008,0.2694,-20406.48148148148,2.15778934721666,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2013,0.0,-12.954,-14.489,32.386,0.106,9.046,0.106,,0.3273019205829679,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2014,0.146,-16.437,-16.453,43.976,0.41300000000000003,15.865,0.413,-11258.219178082192,0.9391486265235585,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2015,0.003,-29.672,-29.114,159.525,0.675,22.767,0.675,-989066.6666666667,0.4231311706629055,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2016,8.523,-25.609,-23.606,138.806,1.4780000000000002,27.675,1.478,-300.4693183151473,1.0647954699364581,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2017,3.54,-19.314,-56.395,77.626,1.444,22.908,1.444,-545.5932203389831,1.8602014788859402,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2018,3.115,-38.17,-37.427,94.299,1.646,23.577,1.646,-1225.3611556982344,1.7455116173024103,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2019,0.006,-28.879,-28.632,89.836,4.3629999999999995,25.871,4.363,-481316.6666666667,4.856627632574914,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2020,0.005,-16.987,-17.204,66.084,3.638,21.894,3.638,-339739.99999999994,5.505114702499848,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2021,0.0,-26.39,-26.512,79.943,2.632,20.773,2.632,,3.2923457963799208,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2022,0.0,-5.641,-40.935,19.716,0.255,18.929,0.255,,1.2933657942787582,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2023,0.102,-8.425,-8.448,16.282,1.058,4.602,1.058,-8259.80392156863,6.497973221962905,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2024,0.186,-5.869,-5.824,9.928,0.905,3.235,0.905,-3155.3763440860216,9.115632554391619,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Celyad Oncology SA(3).xlsx,Celyad Oncology SA (CYAD BB) - BBG Adjusted,EUR,,Unmatched,2025,0.021,-1.524,0.83,4.298,0.0,6.543,0.0,0.0,0.0,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2006,,1.9769,,2.019,,,,,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2007,,1.0214,,20.4425,0.001,,15.1274,2.0849,0.004891769597651951,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2008,,4.1866,,25.0216,,,15.6209,8.3413,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2009,,6.1951,,26.4435,,,19.8623,15.0877,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2010,,2.6399,,39.982,,,6.5591,7.0762,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2011,,5.9689,,39.1929,,,12.7382,13.4938,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2012,,6.2293,,51.2043,,,11.8431,13.9926,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2013,,5.6544,,61.4497,,,7.6165,11.2561,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2014,,4.1706,,107.0956,,,3.2783,9.5744,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2015,,7.965,,285.4851,1.5376,,13.5277,5.696,0.5386,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2016,,22.1211,,298.2242,2.8735,,5.4525,14.7873,0.9635368290031461,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2017,,19.7492,,185.5393,,,6.9861,11.7957,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Chiltern International Lt(2).xlsx,Chiltern International Ltd (2616654Z LN) - Balance Sheet,EUR,,Unmatched,2018,,13.5885,,155.8591,,,8.0979,10.8846,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2006,,,,460.338,199.923,,11.1729,106.2039,43.42961041669382,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2007,,,,612.025,173.344,,16.4509,105.8926,28.32302602017891,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2008,,,,734.01,289.736,,33.0994,93.769,39.47303170256536,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2009,640.073,37.521,-11.234,659.299,238.075,,13.7289,110.6946,36.110323237256544,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2010,680.333,61.971,23.4,736.161,276.718,,13.1527,108.0344,37.58933168152076,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2011,828.934,91.366,55.407,1074.575,434.67699999999996,,13.426,108.3867,40.45106204778633,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2012,1043.963,124.738,65.924,1159.096,435.11899999999997,,5.9027493305862855,11.948507753627283,37.53951355194047,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2013,1225.572,151.279,72.18,1497.016,684.103,,5.43501177661183,12.343542443854789,45.697774773282305,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2014,1410.227,174.39,79.104,1873.19,710.232,,4.694312454490912,12.366094252911056,37.91564123233628,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2015,1950.074,235.358,87.316,3699.833,1710.0330000000001,0.0,3.133523762597068,12.069183015618894,46.219194217684965,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2016,2536.608,317.946,173.997,4129.415,1383.878,0.0,4.4447946980348565,12.534297770881428,33.51268884333495,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2017,2971.417,349.452,216.771,5832.307,2216.33,0.0,4.352078887565824,11.76044964405871,38.00091456091046,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2018,3781.148,430.573,223.944,7205.448,3157.2439999999997,0.0,3.4353153591243273,11.387361721889752,43.81745590281131,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2019,4562.8,457.9,195.2,7823.1,3541.7000000000003,0.0,2.597722680860453,10.035504514771631,45.272334496555075,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2020,5438.8,938.6,539.4,8575.5,3154.7,0.0,6.5786103691778575,17.257483268368023,36.78735933764795,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2021,6717.7,1395.7,782.6,9332.3,2754.1,0.0,8.740325444778254,20.776456227577892,29.51148162832314,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2022,6712.1,953.3,610.2,10083.5,3325.5,0.0,6.285602447491219,14.2027085412911,32.97962017156741,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2023,6514.6,764.9,310.2,10888.6,3926.7,,2.9582159154305008,11.741319497743529,36.06248737211395,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2024,6951.0,860.1,406.4,10888.4,3610.3,,3.7323781971805117,12.373759171342252,33.15730502185813,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
Eurofins Scientific SE(2).xlsx,Eurofins Scientific SE (ERF FP) - Standardized,EUR,TRT-0039,Mapped,2025,7296.1,855.4,474.8,10985.4,4432.1,,4.341266720917262,11.724071764367265,40.345367487756484,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2009,,0.9282,,81.6573,,,,67.4231,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2010,,0.4582,,84.1083,,,0.8048,45.8184,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
FA1_4cc5cedv(1).xlsx,Corp Quimico Farmaceutica Esteve SA (0646926D SM) - Balance Sheet,EUR,TRT-0044,Mapped,2011,,12.78,,84.1107,,,15.4463,93.406,,Historical non-estimate Bloomberg observation; ratios may be derived when the workbook lacked a complete ratio series.
