Deal_ID,Initial_Group,Final_Classification,Classification_Confidence,Initial_Treatment,Final_Treatment,Main_DiD_Decision,Acquirer,Target,Completion_Year,Relative_Year,Calendar_Year,Post_Excluding_t0,Post_Including_t0,Treatment_x_Post,Revenue_m,Operating_Income_m,Net_Income_m,Total_Assets_m,Total_Debt_m,R_and_D_Expense_m,ROA_pct,Operating_Margin_pct,Leverage_pct,Patent_Family_Count,Citation_Weighted_Output,Cross_Border_Flag,Deal_Value_USD_m,Financial_Row_Complete,Patent_Row_Complete,Panel_Notes
TRT-0006,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Bravo Bidco Ltd,BTG Ltd,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,4239.0,No,No,
TRT-0006,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Bravo Bidco Ltd,BTG Ltd,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,4239.0,No,No,
TRT-0006,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Bravo Bidco Ltd,BTG Ltd,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,4239.0,No,No,
TRT-0006,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Bravo Bidco Ltd,BTG Ltd,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,4239.0,No,No,
TRT-0006,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Bravo Bidco Ltd,BTG Ltd,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,4239.0,No,No,
TRT-0006,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Bravo Bidco Ltd,BTG Ltd,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,4239.0,No,No,
TRT-0007,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Aphria Inc,CC Pharma GmbH,2019,-3,2016,0,0,,,,,,,,,,,,,Unknown,28.0,No,No,
TRT-0007,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Aphria Inc,CC Pharma GmbH,2019,-2,2017,0,0,,,,,,,,,,,,,Unknown,28.0,No,No,
TRT-0007,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Aphria Inc,CC Pharma GmbH,2019,-1,2018,0,0,,,,,,,,,,,,,Unknown,28.0,No,No,
TRT-0007,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Aphria Inc,CC Pharma GmbH,2019,0,2019,0,1,,,,,,,,,,,,,Unknown,28.0,No,No,
TRT-0007,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Aphria Inc,CC Pharma GmbH,2019,1,2020,1,1,,,,,,,,,,,,,Unknown,28.0,No,No,
TRT-0007,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Aphria Inc,CC Pharma GmbH,2019,2,2021,1,1,,,,,,,,,,,,,Unknown,28.0,No,No,
TRT-0007,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Aphria Inc,CC Pharma GmbH,2019,3,2022,1,1,,,,,,,,,,,,,Unknown,28.0,No,No,
TRT-0008,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Ingenza Ltd,Amprologix Ltd,2018,-3,2015,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0008,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Ingenza Ltd,Amprologix Ltd,2018,-2,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0008,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Ingenza Ltd,Amprologix Ltd,2018,-1,2017,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0008,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Ingenza Ltd,Amprologix Ltd,2018,0,2018,0,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0008,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Ingenza Ltd,Amprologix Ltd,2018,1,2019,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0008,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Ingenza Ltd,Amprologix Ltd,2018,2,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0008,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Ingenza Ltd,Amprologix Ltd,2018,3,2021,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0009,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018,-3,2015,0,0,,,,,,,,,,,,,Unknown,10.0,No,No,
TRT-0009,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018,-2,2016,0,0,,,,,,,,,,,,,Unknown,10.0,No,No,
TRT-0009,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018,-1,2017,0,0,,,,,,,,,,,,,Unknown,10.0,No,No,
TRT-0009,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018,0,2018,0,1,,,,,,,,,,,,,Unknown,10.0,No,No,
TRT-0009,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018,1,2019,1,1,,,,,,,,,,,,,Unknown,10.0,No,No,
TRT-0009,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018,2,2020,1,1,,,,,,,,,,,,,Unknown,10.0,No,No,
TRT-0009,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Telix Pharmaceuticals Ltd,ATLAB Pharma SAS,2018,3,2021,1,1,,,,,,,,,,,,,Unknown,10.0,No,No,
TRT-0010,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Sanofi,Ablynx NV,2018,-3,2015,0,0,,34861.0,7085.0,4287.0,102321.0,16589.0,5082.0,4.2932,16.4138,16.2127,15.0,9.0,Unknown,4847.0,Yes,Yes,
TRT-0010,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Sanofi,Ablynx NV,2018,-2,2016,0,0,,34708.0,7489.0,4709.0,104672.0,18589.0,5172.0,4.5499,18.8256,17.7593,28.0,4.0,Unknown,4847.0,Yes,Yes,
TRT-0010,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Sanofi,Ablynx NV,2018,-1,2017,0,0,,36221.0,7112.0,8416.0,99813.0,15601.0,5472.0,8.2314,16.0239,15.6302,36.0,0.0,Unknown,4847.0,Yes,Yes,
TRT-0010,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Sanofi,Ablynx NV,2018,0,2018,0,1,,35677.0,5845.0,4306.0,111408.0,24640.0,5894.0,4.0772,13.1065,22.1169,38.0,1.0,Unknown,4847.0,Yes,Yes,
TRT-0010,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Sanofi,Ablynx NV,2018,1,2019,1,1,,37631.0,6882.0,2754.0,112630.0,25933.0,6020.0,2.4585,8.1077,23.0249,42.0,4.0,Unknown,4847.0,Yes,Yes,
TRT-0010,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Sanofi,Ablynx NV,2018,2,2020,1,1,,37369.0,7583.0,12294.0,114413.0,23675.0,5530.0,10.8297,37.7666,20.6926,20.0,1.0,Unknown,4847.0,Yes,Yes,
TRT-0010,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Sanofi,Ablynx NV,2018,3,2021,1,1,,39175.0,8729.0,6223.0,120242.0,22414.0,5692.0,5.304,20.7428,18.6407,13.0,0.0,Unknown,4847.0,Yes,Yes,
TRT-0011,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018,-3,2015,0,0,,,,,,,,,,,,,Unknown,626.0,No,No,
TRT-0011,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018,-2,2016,0,0,,,,,,,,,,,,,Unknown,626.0,No,No,
TRT-0011,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018,-1,2017,0,0,,,,,,,,,,,,,Unknown,626.0,No,No,
TRT-0011,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018,0,2018,0,1,,,,,,,,,,,,,Unknown,626.0,No,No,
TRT-0011,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018,1,2019,1,1,,,,,,,,,,,,,Unknown,626.0,No,No,
TRT-0011,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018,2,2020,1,1,,,,,,,,,,,,,Unknown,626.0,No,No,
TRT-0011,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Takeda Pharmaceutical Co Ltd,TiGenix NV,2018,3,2021,1,1,,,,,,,,,,,,,Unknown,626.0,No,No,
TRT-0012,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Impilo AB,Ferrosan Medical Devices AS,2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0012,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Impilo AB,Ferrosan Medical Devices AS,2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0012,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Impilo AB,Ferrosan Medical Devices AS,2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0012,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Impilo AB,Ferrosan Medical Devices AS,2017,0,2017,0,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0012,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Impilo AB,Ferrosan Medical Devices AS,2017,1,2018,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0012,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Impilo AB,Ferrosan Medical Devices AS,2017,2,2019,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0012,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Impilo AB,Ferrosan Medical Devices AS,2017,3,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0013,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0013,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0013,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0013,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017,0,2017,0,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0013,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017,1,2018,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0013,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017,2,2019,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0013,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Kuur Therapeutics Ltd,Cell Medica TCR Ltd,2017,3,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0014,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Astellas Pharma Inc,Ogeda SA,2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,852.0,No,No,
TRT-0014,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Astellas Pharma Inc,Ogeda SA,2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,852.0,No,No,
TRT-0014,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Astellas Pharma Inc,Ogeda SA,2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,852.0,No,No,
TRT-0014,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Astellas Pharma Inc,Ogeda SA,2017,0,2017,0,1,,,,,,,,,,,,,Unknown,852.0,No,No,
TRT-0014,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Astellas Pharma Inc,Ogeda SA,2017,1,2018,1,1,,,,,,,,,,,,,Unknown,852.0,No,No,
TRT-0014,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Astellas Pharma Inc,Ogeda SA,2017,2,2019,1,1,,,,,,,,,,,,,Unknown,852.0,No,No,
TRT-0014,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Astellas Pharma Inc,Ogeda SA,2017,3,2020,1,1,,,,,,,,,,,,,Unknown,852.0,No,No,
TRT-0015,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Boston Scientific Corp,Symetis SA (Inactive),2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,435.0,No,No,
TRT-0015,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Boston Scientific Corp,Symetis SA (Inactive),2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,435.0,No,No,
TRT-0015,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Boston Scientific Corp,Symetis SA (Inactive),2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,435.0,No,No,
TRT-0015,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Boston Scientific Corp,Symetis SA (Inactive),2017,0,2017,0,1,,,,,,,,,,,,,Unknown,435.0,No,No,
TRT-0015,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Boston Scientific Corp,Symetis SA (Inactive),2017,1,2018,1,1,,,,,,,,,,,,,Unknown,435.0,No,No,
TRT-0015,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Boston Scientific Corp,Symetis SA (Inactive),2017,2,2019,1,1,,,,,,,,,,,,,Unknown,435.0,No,No,
TRT-0015,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Boston Scientific Corp,Symetis SA (Inactive),2017,3,2020,1,1,,,,,,,,,,,,,Unknown,435.0,No,No,
TRT-0016,Candidate treatment group,Not reviewed,Not assessed,1,,Review,BioLineRx Ltd,Agalimmune Ltd,2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,6.0,No,No,
TRT-0016,Candidate treatment group,Not reviewed,Not assessed,1,,Review,BioLineRx Ltd,Agalimmune Ltd,2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,6.0,No,No,
TRT-0016,Candidate treatment group,Not reviewed,Not assessed,1,,Review,BioLineRx Ltd,Agalimmune Ltd,2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,6.0,No,No,
TRT-0016,Candidate treatment group,Not reviewed,Not assessed,1,,Review,BioLineRx Ltd,Agalimmune Ltd,2017,0,2017,0,1,,,,,,,,,,,,,Unknown,6.0,No,No,
TRT-0016,Candidate treatment group,Not reviewed,Not assessed,1,,Review,BioLineRx Ltd,Agalimmune Ltd,2017,1,2018,1,1,,,,,,,,,,,,,Unknown,6.0,No,No,
TRT-0016,Candidate treatment group,Not reviewed,Not assessed,1,,Review,BioLineRx Ltd,Agalimmune Ltd,2017,2,2019,1,1,,,,,,,,,,,,,Unknown,6.0,No,No,
TRT-0016,Candidate treatment group,Not reviewed,Not assessed,1,,Review,BioLineRx Ltd,Agalimmune Ltd,2017,3,2020,1,1,,,,,,,,,,,,,Unknown,6.0,No,No,
TRT-0017,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0017,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0017,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,,No,No,
TRT-0017,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017,0,2017,0,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0017,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017,1,2018,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0017,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017,2,2019,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0017,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Mediolanum farmaceutici SpA,Therabel Pharma SA,2017,3,2020,1,1,,,,,,,,,,,,,Unknown,,No,No,
TRT-0018,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Agile Pharma BV,Generis Pharmaceuticals SA,2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,143.0,No,No,
TRT-0018,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Agile Pharma BV,Generis Pharmaceuticals SA,2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,143.0,No,No,
TRT-0018,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Agile Pharma BV,Generis Pharmaceuticals SA,2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,143.0,No,No,
TRT-0018,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Agile Pharma BV,Generis Pharmaceuticals SA,2017,0,2017,0,1,,,,,,,,,,,,,Unknown,143.0,No,No,
TRT-0018,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Agile Pharma BV,Generis Pharmaceuticals SA,2017,1,2018,1,1,,,,,,,,,,,,,Unknown,143.0,No,No,
TRT-0018,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Agile Pharma BV,Generis Pharmaceuticals SA,2017,2,2019,1,1,,,,,,,,,,,,,Unknown,143.0,No,No,
TRT-0018,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Agile Pharma BV,Generis Pharmaceuticals SA,2017,3,2020,1,1,,,,,,,,,,,,,Unknown,143.0,No,No,
TRT-0019,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Calliditas Therapeutics France SAS,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,2017,-3,2014,0,0,,,,,,,,,,,,,Unknown,156.0,No,No,
TRT-0019,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Calliditas Therapeutics France SAS,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,2017,-2,2015,0,0,,,,,,,,,,,,,Unknown,156.0,No,No,
TRT-0019,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Calliditas Therapeutics France SAS,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,2017,-1,2016,0,0,,,,,,,,,,,,,Unknown,156.0,No,No,
TRT-0019,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Calliditas Therapeutics France SAS,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,2017,0,2017,0,1,,,,,,,,,,,,,Unknown,156.0,No,No,
TRT-0019,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Calliditas Therapeutics France SAS,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,2017,1,2018,1,1,,,,,,,,,,,,,Unknown,156.0,No,No,
TRT-0019,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Calliditas Therapeutics France SAS,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,2017,2,2019,1,1,,,,,,,,,,,,,Unknown,156.0,No,No,
TRT-0019,Candidate treatment group,Not reviewed,Not assessed,1,,Review,Calliditas Therapeutics France SAS,Calliditas Therapeutics France SAS; Calliditas Therapeutics France SAS,2017,3,2020,1,1,,,,,,,,,,,,,Unknown,156.0,No,No,
